Rk,School,Total Games,Total Wins,Total Losses,Total W-L%,SOS,Conference W,Conference L,Team Points,Opp. Points,FGM,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,Turnovers,PF
282,Southeast Missouri State,29,5,24,0.172,-3.43,2,14,1944,2252,699,1710,0.409,154,513,0.3,392,612,0.641,326,1022,358,218,46,402,514
283,Southeastern Louisiana,33,12,21,0.364,-7.55,9,9,2344,2489,831,1833,0.453,241,648,0.372,441,694,0.635,336,1140,472,211,89,504,688
284,Southern California NCAA,34,21,13,0.618,7.64,9,9,2737,2537,982,2138,0.459,266,688,0.387,507,750,0.676,401,1337,504,215,181,415,590
285,SIU Edwardsville,28,6,22,0.214,-2.6,3,13,1839,2068,634,1591,0.398,158,519,0.304,413,587,0.704,339,1001,303,138,112,377,619
286,Southern Illinois,32,22,10,0.688,-1.3,11,7,2360,2229,828,1827,0.453,212,618,0.343,492,718,0.685,357,1135,371,232,63,438,685
287,Southern Methodist,30,25,5,0.833,4.56,13,5,2319,1903,858,1727,0.497,194,462,0.42,409,584,0.7,396,1183,528,182,137,372,472
288,Southern Mississippi,29,8,21,0.276,-3.66,5,13,1866,2045,612,1496,0.409,257,721,0.356,385,540,0.713,228,920,353,156,63,388,543
289,Southern Utah,30,6,24,0.2,-4.22,3,15,2119,2429,739,1682,0.439,210,577,0.364,431,607,0.71,238,926,356,170,86,381,621
290,Southern NCAA,35,22,13,0.629,-9.37,11,7,2534,2406,909,2046,0.444,211,610,0.346,505,754,0.67,365,1258,381,258,123,391,680
291,St. Bonaventure,31,22,9,0.71,1.87,14,4,2409,2264,812,1826,0.445,256,687,0.373,529,684,0.773,345,1102,418,184,132,357,602
292,St. Francis (NY),32,15,17,0.469,-9.24,11,7,2095,2131,710,1787,0.397,240,776,0.309,435,652,0.667,390,1185,370,191,161,442,600
293,St. John's (NY),32,8,24,0.25,7.94,1,17,2174,2472,757,1864,0.406,206,633,0.325,454,714,0.636,346,1142,413,202,175,491,680
294,Stanford,30,15,15,0.5,10.41,8,10,2088,2111,704,1653,0.426,172,538,0.32,508,742,0.685,328,1030,350,203,94,355,600
295,Stephen F. Austin NCAA,34,28,6,0.824,-5.47,18,0,2728,2153,972,2032,0.478,269,741,0.363,515,701,0.735,405,1188,635,310,122,411,700
296,Stetson,34,12,22,0.353,-4.35,4,10,2729,2807,962,2124,0.453,282,773,0.365,523,725,0.721,328,1213,519,215,83,418,614
297,Stony Brook NCAA,33,26,7,0.788,-5.28,14,2,2515,2115,933,1992,0.468,220,598,0.368,429,637,0.673,425,1312,541,204,150,379,523
298,Syracuse NCAA,37,23,14,0.622,9.75,9,9,2589,2409,884,2080,0.425,315,876,0.36,506,736,0.688,445,1319,493,300,162,440,598
299,Temple NCAA,33,21,12,0.636,6.57,14,4,2267,2230,822,2021,0.407,255,757,0.337,368,538,0.684,371,1225,445,173,103,305,535
300,Tennessee-Martin,35,20,15,0.571,-4.72,10,6,2554,2494,888,2000,0.444,274,789,0.347,504,711,0.709,371,1279,425,203,70,426,609
301,Tennessee State,31,20,11,0.645,-5.3,11,5,2273,2134,795,1760,0.452,173,517,0.335,510,734,0.695,353,1149,328,250,113,426,639
302,Tennessee Tech,31,19,12,0.613,-3.66,11,5,2416,2340,792,1730,0.458,266,731,0.364,566,762,0.743,291,1102,442,159,119,383,600
303,Tennessee,34,15,19,0.441,7.86,6,12,2554,2556,890,2116,0.421,251,767,0.327,523,721,0.725,428,1292,459,180,156,380,662
304,Texas A&M-Corpus Christi,33,25,8,0.758,-5.44,15,3,2428,2308,838,1918,0.437,215,631,0.341,537,728,0.738,373,1159,421,306,149,419,700
305,Texas A&M NCAA,37,28,9,0.757,8.45,13,5,2828,2458,991,2208,0.449,281,824,0.341,565,841,0.672,460,1461,612,260,133,434,668
306,Texas-Arlington,35,24,11,0.686,-3.42,13,7,2762,2417,956,2249,0.425,307,942,0.326,543,780,0.696,520,1530,590,261,99,482,730
307,Texas Christian,33,12,21,0.364,8.62,2,16,2209,2359,734,1810,0.406,187,558,0.335,554,826,0.671,355,1111,382,213,126,478,675
308,Texas-El Paso,33,19,14,0.576,-4.93,10,8,2554,2471,896,1926,0.465,223,618,0.361,539,809,0.666,299,1197,512,197,116,417,672
309,Texas-Rio Grande Valley,30,8,22,0.267,-4.25,4,10,1993,2330,716,1712,0.418,212,633,0.335,349,520,0.671,258,1004,459,143,91,374,536
310,Texas-San Antonio,32,5,27,0.156,-3.36,3,15,2317,2698,796,1915,0.416,220,691,0.318,505,719,0.702,327,1086,366,206,80,435,701
311,Texas Southern,33,18,15,0.545,-6.94,16,2,2403,2327,848,1853,0.458,222,657,0.338,485,769,0.631,408,1249,469,146,101,434,505
312,Texas State,31,15,16,0.484,-4.29,8,12,2046,1993,727,1692,0.43,149,459,0.325,443,658,0.673,336,1063,366,189,96,370,576
313,Texas Tech NCAA,32,19,13,0.594,10.25,9,9,2305,2236,785,1754,0.448,185,534,0.346,550,741,0.742,326,1086,418,190,134,385,589
314,Texas NCAA,33,20,13,0.606,11.71,11,7,2355,2253,814,1884,0.432,232,681,0.341,495,743,0.666,363,1139,377,167,144,341,688
315,Toledo,32,17,15,0.531,-2.36,8,10,2482,2286,865,1881,0.46,263,722,0.364,489,655,0.747,306,1161,523,167,63,373,552
316,Towson,33,20,13,0.606,-1.57,11,7,2358,2227,805,1888,0.426,182,574,0.317,566,840,0.674,472,1295,371,203,155,401,677
317,Troy,31,9,22,0.29,-2.07,4,16,2145,2329,740,1817,0.407,208,675,0.308,457,713,0.641,349,1132,349,185,88,376,582
318,Tulane,34,12,22,0.353,3.79,3,15,2240,2398,802,2021,0.397,216,719,0.3,420,621,0.676,415,1268,372,218,131,451,649
319,Tulsa NCAA,32,20,12,0.625,5.76,12,6,2356,2227,821,1849,0.444,219,671,0.326,495,731,0.677,323,1123,435,216,88,346,563
320,UCLA,32,15,17,0.469,9.69,6,12,2480,2455,915,2016,0.454,200,551,0.363,450,651,0.691,393,1266,502,175,110,392,595
321,Utah State,31,16,15,0.516,2.06,7,11,2274,2217,802,1779,0.451,257,695,0.37,413,597,0.692,319,1108,454,171,81,373,546
322,Utah Valley,30,12,18,0.4,-3.58,6,8,2280,2360,785,1833,0.428,256,729,0.351,454,628,0.723,276,1100,435,176,95,399,627
323,Utah NCAA,36,27,9,0.75,8.79,13,5,2778,2502,977,2000,0.489,273,746,0.366,551,764,0.721,347,1335,557,199,149,451,549
324,Valparaiso,37,30,7,0.811,0.02,16,2,2782,2323,964,2178,0.443,298,829,0.359,556,769,0.723,468,1533,526,246,175,479,731
325,Vanderbilt NCAA,33,19,14,0.576,8.68,11,7,2506,2225,857,1879,0.456,273,714,0.382,519,747,0.695,313,1273,487,139,182,386,632
326,Vermont,37,23,14,0.622,-4.73,11,5,2774,2611,986,2051,0.481,255,666,0.383,547,772,0.709,343,1321,495,212,161,490,719
327,Villanova NCAA,40,35,5,0.875,9.71,16,2,3118,2543,1086,2247,0.483,347,959,0.362,599,766,0.782,351,1385,637,282,136,440,681
328,Virginia Commonwealth NCAA,36,25,11,0.694,4.35,14,4,2781,2440,1010,2238,0.451,262,745,0.352,499,721,0.692,435,1347,515,309,135,405,706
329,VMI,30,9,21,0.3,-3.15,4,14,2081,2264,729,1770,0.412,263,783,0.336,360,498,0.723,290,996,330,184,126,397,586
330,Virginia Tech,35,20,15,0.571,7.53,10,8,2624,2540,876,1953,0.449,200,575,0.348,672,964,0.697,371,1230,426,188,125,447,673
331,Virginia NCAA,37,29,8,0.784,11.12,13,5,2626,2222,964,1964,0.491,224,557,0.402,474,630,0.752,323,1189,551,199,119,345,596
332,Wagner,34,23,11,0.676,-9.52,13,5,2389,2209,856,2019,0.424,203,617,0.329,474,665,0.713,474,1348,451,237,136,454,743
333,Wake Forest,31,11,20,0.355,10.53,2,16,2295,2450,793,1804,0.44,195,618,0.316,514,779,0.66,377,1186,434,184,138,451,649
334,Washington State,31,9,22,0.29,7.97,1,17,2187,2394,805,1760,0.457,184,530,0.347,393,551,0.713,247,1048,419,155,134,440,615
335,Washington,34,19,15,0.559,8.12,9,9,2853,2748,964,2264,0.426,249,752,0.331,676,932,0.725,473,1360,488,258,222,470,813
336,Weber State NCAA,35,26,9,0.743,-5.13,15,3,2662,2344,908,1885,0.482,291,785,0.371,555,821,0.676,300,1296,477,175,119,462,611
337,West Virginia NCAA,35,26,9,0.743,9.78,13,5,2749,2335,943,2102,0.449,209,643,0.325,654,972,0.673,558,1380,510,343,93,498,819
338,Western Carolina,34,16,18,0.471,-1.53,10,8,2479,2490,851,1993,0.427,242,730,0.332,535,760,0.704,404,1241,427,275,110,485,705
339,Western Illinois,27,10,17,0.37,-1.32,3,13,1904,1914,676,1521,0.444,190,490,0.388,362,502,0.721,233,948,361,163,89,332,555
340,Western Kentucky,34,18,16,0.529,-0.89,8,10,2620,2586,925,1970,0.47,233,643,0.362,537,768,0.699,405,1311,463,151,139,450,610
341,Western Michigan,32,13,19,0.406,0.06,7,11,2342,2352,786,1824,0.431,197,569,0.346,573,805,0.712,359,1190,382,183,80,401,633
342,Wichita State NCAA,35,26,9,0.743,4.24,16,2,2535,2066,867,2023,0.429,250,771,0.324,551,768,0.717,407,1305,489,255,125,346,705
343,William & Mary,31,20,11,0.645,1.3,11,7,2384,2205,843,1755,0.48,241,652,0.37,457,636,0.719,258,1141,501,170,132,331,512
344,Winthrop,32,23,9,0.719,-5.7,13,5,2631,2429,890,1869,0.476,285,768,0.371,566,756,0.749,291,1160,378,174,175,403,602
345,Wisconsin NCAA,35,22,13,0.629,9.4,12,6,2373,2233,816,1917,0.426,229,656,0.349,512,728,0.703,398,1228,400,205,114,386,588
346,Wofford,32,15,17,0.469,-2.35,11,7,2296,2295,771,1725,0.447,270,662,0.408,484,645,0.75,274,1013,470,163,56,379,608
347,Wright State,35,22,13,0.629,-1.76,13,5,2399,2303,856,1916,0.447,256,687,0.373,431,621,0.694,232,1094,478,193,75,397,770
348,Wyoming,32,14,18,0.438,2.19,7,11,2294,2302,720,1626,0.443,319,857,0.372,535,747,0.716,181,989,392,132,84,358,594
349,Xavier NCAA,34,28,6,0.824,8.43,14,4,2737,2392,928,2054,0.452,255,702,0.363,626,857,0.73,436,1387,548,246,101,429,678
350,Yale NCAA,30,23,7,0.767,-1.03,13,1,2248,1914,795,1693,0.47,190,523,0.363,468,699,0.67,407,1208,452,170,137,398,530
351,Youngstown State,32,11,21,0.344,-0.86,6,12,2437,2682,870,2021,0.43,257,704,0.365,440,619,0.711,283,1081,467,219,80,387,571
